id,A1,A2,A3,A4,A6,A8,A10,A12,A13,A15,A17,A18,A19,A21,A22,A23,A25,A27,B1,B2,B3,B6,B8,B12,B13,B14,A5_A7,A5_A9,A5_A11,A5_A14,A5_A16,A5_A20-start,A5_A20-end,A5_A24,A5_A26,A5_A28-start,A5_A28-end,A5_B4-start,A5_B4-end,A5_B5,A5_B7,A5_B9-start,A5_B9-end,A5_B10-start,A5_B10-end,A5_B11-start,A5_B11-end,A7_A9,A7_A11,A7_A14,A7_A16,A7_A20-start,A7_A20-end,A7_A24,A7_A26,A7_A28-start,A7_A28-end,A7_B4-start,A7_B4-end,A7_B5,A7_B7,A7_B9-start,A7_B9-end,A7_B10-start,A7_B10-end,A7_B11-start,A7_B11-end,A9_A11,A9_A14,A9_A16,A9_A20-start,A9_A20-end,A9_A24,A9_A26,A9_A28-start,A9_A28-end,A9_B4-start,A9_B4-end,A9_B5,A9_B7,A9_B9-start,A9_B9-end,A9_B10-start,A9_B10-end,A9_B11-start,A9_B11-end,A11_A14,A11_A16,A11_A20-start,A11_A20-end,A11_A24,A11_A26,A11_A28-start,A11_A28-end,A11_B4-start,A11_B4-end,A11_B5,A11_B7,A11_B9-start,A11_B9-end,A11_B10-start,A11_B10-end,A11_B11-start,A11_B11-end,A14_A16,A14_A20-start,A14_A20-end,A14_A24,A14_A26,A14_A28-start,A14_A28-end,A14_B4-start,A14_B4-end,A14_B5,A14_B7,A14_B9-start,A14_B9-end,A14_B10-start,A14_B10-end,A14_B11-start,A14_B11-end,A16_A20-start,A16_A20-end,A16_A24,A16_A26,A16_A28-start,A16_A28-end,A16_B4-start,A16_B4-end,A16_B5,A16_B7,A16_B9-start,A16_B9-end,A16_B10-start,A16_B10-end,A16_B11-start,A16_B11-end,A20-start_A24,A20-endA24,A20-start_A26,A20-endA26,A20-start_A28-start,A20-endA28-start,A20-start_A28-end,A20-endA28-end,A20-start_B4-start,A20-endB4-start,A20-start_B4-end,A20-endB4-end,A20-start_B5,A20-endB5,A20-start_B7,A20-endB7,A20-start_B9-start,A20-endB9-start,A20-start_B9-end,A20-endB9-end,A20-start_B10-start,A20-endB10-start,A20-start_B10-end,A20-endB10-end,A20-start_B11-start,A20-endB11-start,A20-start_B11-end,A20-endB11-end,A24_A26,A24_A28-start,A24_A28-end,A24_B4-start,A24_B4-end,A24_B5,A24_B7,A24_B9-start,A24_B9-end,A24_B10-start,A24_B10-end,A24_B11-start,A24_B11-end,A26_A28-start,A26_A28-end,A26_B4-start,A26_B4-end,A26_B5,A26_B7,A26_B9-start,A26_B9-end,A26_B10-start,A26_B10-end,A26_B11-start,A26_B11-end,A28-start_B4-start,A28-endB4-start,A28-start_B4-end,A28-endB4-end,A28-start_B5,A28-endB5,A28-start_B7,A28-endB7,A28-start_B9-start,A28-endB9-start,A28-start_B9-end,A28-endB9-end,A28-start_B10-start,A28-endB10-start,A28-start_B10-end,A28-endB10-end,A28-start_B11-start,A28-endB11-start,A28-start_B11-end,A28-endB11-end,B4-start_B5,B4-endB5,B4-start_B7,B4-endB7,B4-start_B9-start,B4-endB9-start,B4-start_B9-end,B4-endB9-end,B4-start_B10-start,B4-endB10-start,B4-start_B10-end,B4-endB10-end,B4-start_B11-start,B4-endB11-start,B4-start_B11-end,B4-endB11-end,B5_B7,B5_B9-start,B5_B9-end,B5_B10-start,B5_B10-end,B5_B11-start,B5_B11-end,B7_B9-start,B7_B9-end,B7_B10-start,B7_B10-end,B7_B11-start,B7_B11-end,B9-start_B10-start,B9-endB10-start,B9-start_B10-end,B9-endB10-end,B9-start_B11-start,B9-endB11-start,B9-start_B11-end,B9-endB11-end,B10-start_B11-start,B10-endB11-start,B10-start_B11-end,B10-endB11-end,y
sample_1350,300,0.0,405.0,700,27.0,0.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0,7200,10800,14400,18000,18000,21600,21600,64800,111600,115200,115200,118800,118800,126000,126000,140400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,57600,104400,108000,108000,111600,111600,118800,118800,133200,0,0,0,0,3600,7200,7200,10800,10800,54000,100800,104400,104400,108000,108000,115200,115200,129600,0,0,0,0,3600,3600,7200,7200,50400,97200,100800,100800,104400,104400,111600,111600,126000,0,0,0,0,0,3600,3600,46800,93600,97200,97200,100800,100800,108000,108000,122400,0,0,0,0,90000,86400,133200,129600,180000,176400,183600,180000,183600,180000,187200,183600,187200,183600,194400,190800,194400,190800,208800,205200,0,0,0,0,0,0,0,0,43200,90000,93600,93600,97200,97200,104400,104400,118800,0,0,0,0,46800,50400,50400,54000,54000,61200,61200,75600,0,0,0,0,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,115200,111600,0,0,0,0,0,0,0,0,90000,86400,97200,93600,97200,93600,111600,108000,0,0,0,0,0,0,0,0,7200,7200,21600,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943
sample_1042,200,0.0,270.0,470,33.0,0.0,100,102,0.2,103.0,105.0,0.2,300,30.0,9.0,5.0,0,76,190.0,3.5,3.5,65,45.0,400.0,0.15,280,0,7200,10800,14400,18000,18000,19800,21600,23400,37800,41400,41400,46800,46800,54000,55800,63000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,12600,14400,16200,30600,34200,34200,39600,39600,46800,48600,55800,0,0,0,0,3600,7200,7200,9000,10800,12600,27000,30600,30600,36000,36000,43200,45000,52200,0,0,0,0,3600,3600,5400,7200,9000,23400,27000,27000,32400,32400,39600,41400,48600,0,0,0,0,0,1800,3600,5400,19800,23400,23400,28800,28800,36000,37800,45000,0,0,0,0,90000,88200,91800,90000,106200,104400,109800,108000,109800,108000,115200,113400,115200,113400,122400,120600,124200,122400,131400,129600,0,0,0,0,0,0,0,0,1800,16200,19800,19800,25200,25200,32400,34200,41400,0,0,0,0,14400,18000,18000,23400,23400,30600,32400,39600,0,0,0,0,90000,86400,95400,91800,95400,91800,102600,99000,104400,100800,111600,108000,0,0,0,0,0,0,0,0,91800,86400,99000,93600,100800,95400,108000,102600,0,0,0,0,0,0,0,0,7200,9000,16200,0,0,0,0,1800,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947
sample_1873,300,0.0,405.0,700,29.0,0.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.959
sample_1420,300,0.0,405.0,700,21.0,0.0,100,102,0.2,103.0,104.0,0.2,300,35.0,9.0,5.0,0,79,310.0,3.5,3.5,60,40.0,800.0,0.15,420,0,3600,7200,10800,14400,19800,21600,21600,23400,52200,57600,57600,61200,145800,163800,163800,167400,171000,176400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,16200,18000,18000,19800,48600,54000,54000,57600,142200,160200,160200,163800,167400,172800,0,0,3600,7200,12600,14400,14400,16200,45000,50400,50400,54000,138600,156600,156600,160200,163800,169200,0,0,3600,9000,10800,10800,12600,41400,46800,46800,50400,135000,153000,153000,156600,160200,165600,0,0,5400,7200,7200,9000,37800,43200,43200,46800,131400,149400,149400,153000,156600,162000,0,0,88200,86400,90000,88200,118800,117000,124200,122400,124200,122400,127800,126000,212400,210600,230400,228600,230400,228600,234000,232200,237600,235800,243000,241200,0,0,0,0,1800,30600,36000,36000,39600,124200,142200,142200,145800,149400,154800,0,0,28800,34200,34200,37800,122400,140400,140400,144000,147600,153000,0,0,91800,86400,95400,90000,180000,174600,198000,192600,198000,192600,201600,196200,205200,199800,210600,205200,0,0,0,0,88200,84600,106200,102600,106200,102600,109800,106200,113400,109800,118800,115200,0,0,0,0,18000,18000,21600,25200,30600,0,0,0,3600,7200,12600,0,0,93600,90000,99000,95400,0,0,0,0,0,0,0,0,0.923
sample_1150,300,0.0,405.0,700,29.0,0.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.959
sample_1867,300,0.0,405.0,700,30.0,0.0,101,102,0.2,104.0,106.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.959
sample_755,300,0.0,405.0,700,26.0,0.0,100,103,0.2,105.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,460,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,46800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,39600,0,0,0,0,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,36000,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,32400,0,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,28800,0,0,0,0,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,115200,111600,0,0,0,0,0,0,0,0,3600,3600,7200,7200,10800,10800,18000,18000,25200,0,0,0,0,0,3600,3600,7200,7200,14400,14400,21600,0,0,0,0,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,108000,104400,0,0,0,0,0,0,0,0,90000,86400,97200,93600,97200,93600,104400,100800,0,0,0,0,0,0,0,0,7200,7200,14400,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985
sample_139,300,0.0,405.0,700,29.0,0.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.936
sample_452,300,0.0,405.0,700,36.0,0.0,100,103,0.2,103.0,105.0,0.2,200,50.0,9.0,5.0,0,77,300.0,3.5,3.5,60,40.0,800.0,0.15,390,0,3600,7200,10800,14400,14400,16200,16200,18000,18000,21600,21600,27000,27000,46800,50400,55800,59400,64800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,12600,12600,14400,14400,18000,18000,23400,23400,43200,46800,52200,55800,61200,0,0,3600,7200,7200,9000,9000,10800,10800,14400,14400,19800,19800,39600,43200,48600,52200,57600,0,0,3600,3600,5400,5400,7200,7200,10800,10800,16200,16200,36000,39600,45000,48600,54000,0,0,0,1800,1800,3600,3600,7200,7200,12600,12600,32400,36000,41400,45000,50400,0,0,88200,86400,90000,88200,90000,88200,93600,91800,93600,91800,99000,97200,99000,97200,118800,117000,122400,120600,127800,126000,131400,129600,136800,135000,0,0,0,0,1800,1800,5400,5400,10800,10800,30600,34200,39600,43200,48600,0,0,0,3600,3600,9000,9000,28800,32400,37800,41400,46800,0,0,90000,86400,95400,91800,95400,91800,115200,111600,118800,115200,124200,120600,127800,124200,133200,129600,0,0,0,0,91800,86400,111600,106200,115200,109800,120600,115200,124200,118800,129600,124200,0,0,0,0,19800,23400,28800,32400,37800,0,0,3600,9000,12600,18000,0,0,95400,90000,100800,95400,0,0,0,0,0,0,0,0,0.89
sample_1195,300,0.0,405.0,700,29.0,0.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,79,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.936
sample_700,300,0.0,405.0,700,29.0,0.0,101,103,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,79,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.936
sample_1158,300,0.0,405.0,700,29.0,0.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,3600,86400,7200,90000,7200,90000,10800,93600,10800,93600,14400,97200,14400,97200,21600,104400,21600,104400,27000,109800,27000,109800,32400,115200,32400,115200,36000,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.913
sample_1701,300,0.0,405.0,700,29.0,0.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,45000,45000,50400,50400,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,37800,37800,43200,43200,46800,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,34200,34200,39600,39600,43200,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,30600,30600,36000,36000,39600,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,27000,27000,32400,32400,36000,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,113400,109800,113400,109800,118800,115200,118800,115200,122400,118800,3600,3600,7200,7200,10800,10800,18000,18000,23400,23400,28800,28800,32400,0,3600,3600,7200,7200,14400,14400,19800,19800,25200,25200,28800,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,106200,102600,106200,102600,111600,108000,111600,108000,115200,111600,90000,86400,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,7200,7200,12600,12600,18000,18000,21600,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,91800,86400,95400,90000,0.891
sample_831,300,0.0,405.0,700,28.0,0.0,102,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0,7200,10800,14400,18000,18000,21600,21600,25200,25200,28800,28800,32400,32400,39600,39600,54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,18000,18000,21600,21600,25200,25200,32400,32400,46800,0,0,0,0,3600,7200,7200,10800,10800,14400,14400,18000,18000,21600,21600,28800,28800,43200,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,18000,18000,25200,25200,39600,0,0,0,0,0,3600,3600,7200,7200,10800,10800,14400,14400,21600,21600,36000,0,0,0,0,90000,86400,93600,90000,93600,90000,97200,93600,97200,93600,100800,97200,100800,97200,108000,104400,108000,104400,122400,118800,0,0,0,0,0,0,0,0,3600,3600,7200,7200,10800,10800,18000,18000,32400,0,0,0,0,0,3600,3600,7200,7200,14400,14400,28800,0,0,0,0,90000,86400,93600,90000,93600,90000,100800,97200,100800,97200,115200,111600,0,0,0,0,0,0,0,0,90000,86400,97200,93600,97200,93600,111600,108000,0,0,0,0,0,0,0,0,7200,7200,21600,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93
sample_1103,300,0.0,405.0,700,29.0,0.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,0,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0,7200,10800,14400,18000,18000,21600,21600,28800,28800,32400,32400,36000,118800,129600,129600,135000,135000,140400,140400,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,10800,14400,14400,21600,21600,25200,25200,28800,111600,122400,122400,127800,127800,133200,133200,136800,3600,7200,7200,10800,10800,18000,18000,21600,21600,25200,108000,118800,118800,124200,124200,129600,129600,133200,3600,3600,7200,7200,14400,14400,18000,18000,21600,104400,115200,115200,120600,120600,126000,126000,129600,0,3600,3600,10800,10800,14400,14400,18000,100800,111600,111600,117000,117000,122400,122400,126000,90000,86400,97200,93600,97200,93600,100800,97200,100800,97200,104400,100800,187200,183600,198000,194400,198000,194400,203400,199800,203400,199800,208800,205200,208800,205200,212400,208800,7200,7200,10800,10800,14400,97200,108000,108000,113400,113400,118800,118800,122400,0,3600,3600,7200,90000,100800,100800,106200,106200,111600,111600,115200,90000,86400,93600,90000,176400,172800,187200,183600,187200,183600,192600,189000,192600,189000,198000,194400,198000,194400,201600,198000,86400,82800,97200,93600,97200,93600,102600,99000,102600,99000,108000,104400,108000,104400,111600,108000,10800,10800,16200,16200,21600,21600,25200,0,5400,5400,10800,10800,14400,91800,86400,97200,91800,97200,91800,100800,95400,5400,86400,9000,90000,0.902
sample_951,300,0.0,405.0,700,23.0,0.0,100,105,0.2,106.0,108.0,0.2,200,50.0,9.0,5.0,0,80,300.0,3.5,3.5,64,45.0,800.0,0.15,420,0,3600,7200,10800,14400,15000,16800,18000,19800,19800,23400,25200,28800,28800,36000,36600,42000,42600,46200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,7200,10800,11400,13200,14400,16200,16200,19800,21600,25200,25200,32400,33000,38400,39000,42600,0,0,3600,7200,7800,9600,10800,12600,12600,16200,18000,21600,21600,28800,29400,34800,35400,39000,0,0,3600,4200,6000,7200,9000,9000,12600,14400,18000,18000,25200,25800,31200,31800,35400,0,0,600,2400,3600,5400,5400,9000,10800,14400,14400,21600,22200,27600,28200,31800,0,0,89400,87600,91200,89400,91200,89400,94800,93000,96600,94800,100200,98400,100200,98400,107400,105600,108000,106200,113400,111600,114000,112200,117600,115800,0,0,0,0,1800,1800,5400,7200,10800,10800,18000,18600,24000,24600,28200,0,0,0,3600,5400,9000,9000,16200,16800,22200,22800,26400,0,0,91800,88200,95400,91800,95400,91800,102600,99000,103200,99600,108600,105000,109200,105600,112800,109200,0,0,0,0,90000,86400,97200,93600,97800,94200,103200,99600,103800,100200,107400,103800,0,0,0,0,7200,7800,13200,13800,17400,0,0,600,6000,6600,10200,0,0,92400,87000,96000,90600,0,0,0,0,0,0,0,0,0.935
